train_acc,train_loss,val_acc,val_loss
0.7121500000000001,0.9442309,0.8198101265822785,0.5319655
0.8369500000000001,0.47477996,0.8514556962025315,0.419306
0.8578,0.40481108,0.8528481012658226,0.41274917
0.86648,0.37244773,0.8624683544303796,0.39413628
0.8740699999999999,0.34756646,0.8603164556962025,0.3839879
0.87866,0.3289515,0.8725316455696204,0.3710511
0.88471,0.31158388,0.8731645569620253,0.35271817
0.8879100000000001,0.29974115,0.8712025316455697,0.36250982
0.89159,0.2860702,0.8751898734177217,0.36957482
0.89519,0.27493688,0.8732278481012659,0.36231744
0.8977,0.26472804,0.8741772151898735,0.36327752
0.90068,0.25626582,0.8760126582278481,0.36846384
0.90262,0.24796826,0.8786075949367088,0.37048396
0.9068299999999999,0.23833063,0.8760759493670887,0.37030748
0.90764,0.23295508,0.8749367088607596,0.37284905
0.9096000000000001,0.22613889,0.8742405063291141,0.37505603
0.91167,0.21799773,0.8781012658227849,0.38171557
0.9135800000000001,0.21291031,0.8760126582278479,0.39308795
0.9148200000000001,0.20697299,0.8732278481012656,0.38699448
0.91702,0.20109366,0.8706962025316455,0.41215903
0.9183199999999999,0.19756739,0.8724050632911393,0.40643793
0.9215099999999999,0.1898548,0.8744936708860761,0.4338277
0.9218399999999999,0.18896994,0.8712658227848101,0.40470278
0.92528,0.17951433,0.8732911392405065,0.4221038
0.9258799999999999,0.17892346,0.8727215189873418,0.44211096
0.92761,0.17264155,0.8725316455696204,0.45690125
0.92931,0.16914485,0.8703797468354431,0.46558404
0.92995,0.16682117,0.8713291139240505,0.46437088
0.9315899999999999,0.1634487,0.8737974683544304,0.45614517
0.93164,0.16137978,0.8689240506329113,0.47771743
0.93359,0.15679556,0.8665189873417721,0.4801715
0.9357000000000001,0.15363577,0.8679746835443037,0.5084853
0.93504,0.1532282,0.8679113924050634,0.49488425
0.93853,0.14714685,0.8699367088607595,0.5300178
0.9391199999999998,0.14538158,0.869240506329114,0.5217593
0.93925,0.14364901,0.8691139240506328,0.5247494
0.9399799999999999,0.14096542,0.8660126582278482,0.561683
0.9414999999999999,0.13885199,0.870506329113924,0.5710064
0.94267,0.13604812,0.8658227848101266,0.6212213
0.9430299999999999,0.13566424,0.8670253164556962,0.54514295
0.94483,0.13141988,0.8690506329113924,0.54639095
0.94595,0.12905695,0.8655696202531645,0.5257847
0.9457499999999999,0.12852784,0.8669620253164556,0.53628004
0.9468499999999999,0.12638144,0.8662658227848101,0.58605886
0.9484400000000001,0.12477826,0.8641772151898733,0.5946515
0.94851,0.12282655,0.8646835443037975,0.61782163
0.94901,0.123010054,0.8637341772151901,0.6203006
0.95022,0.11980503,0.8677215189873417,0.65997946
0.9495699999999999,0.119129926,0.8649367088607595,0.6244619
0.9508599999999999,0.117272675,0.8591772151898734,0.64522755
0.9521499999999999,0.115523785,0.8613924050632913,0.6435797
0.95207,0.11354166,0.8622784810126582,0.6659007
0.9535399999999999,0.11283642,0.859873417721519,0.67574686
0.95491,0.11078915,0.8662658227848101,0.69048905
0.9558700000000001,0.106305346,0.8608860759493673,0.6930358
0.9548199999999999,0.1083214,0.8585443037974682,0.72803473
0.9557,0.10715492,0.8603164556962027,0.70942444
0.95595,0.10734597,0.8653164556962023,0.71040356
0.95634,0.10565459,0.8645569620253164,0.7148396
0.95805,0.10286264,0.8627848101265823,0.74013036
0.95699,0.10383435,0.8631012658227848,0.69108844
0.95875,0.10089496,0.865126582278481,0.7602637
0.95887,0.101261534,0.8631645569620253,0.7256443
0.9600599999999999,0.09754024,0.8625316455696203,0.7967877
0.96127,0.096471265,0.8614556962025317,0.7932948
0.95985,0.09891179,0.8594303797468356,0.74540573
0.96094,0.096815445,0.8579113924050633,0.7372155
0.9620299999999999,0.09367244,0.8603164556962024,0.78594023
0.96026,0.09819325,0.8582278481012656,0.73730963
0.9626,0.09093938,0.8637341772151901,0.8199634
0.96073,0.09588181,0.8603164556962025,0.79887635
0.9629500000000001,0.09270491,0.8634810126582279,0.766995
0.9636100000000001,0.08990838,0.8620253164556961,0.78393
0.963,0.0925022,0.8599367088607596,0.8113964
0.96443,0.08849125,0.8594303797468356,0.79965293
0.96402,0.08877246,0.8562658227848101,0.84886616
0.96412,0.089019164,0.8591139240506329,0.79157984
0.96458,0.08921516,0.8648101265822784,0.81180274
0.96472,0.08765226,0.8584177215189873,0.8238429
0.96589,0.084585,0.8553797468354429,0.83191365
0.9651600000000001,0.08707868,0.8554430379746836,0.80722326
0.9655900000000001,0.08621156,0.8585443037974682,0.8474295
0.9668700000000001,0.08444829,0.8584810126582277,0.8734654
0.9665900000000001,0.08503584,0.8589873417721517,0.85907775
0.9669200000000001,0.08276121,0.8588607594936708,0.88252914
0.9666800000000001,0.08274715,0.8610759493670886,0.90819114
0.9664200000000001,0.084237,0.8569620253164556,0.8645798
0.96718,0.08145791,0.86126582278481,0.8488737
0.9672900000000001,0.08105606,0.858860759493671,0.87409335
0.96838,0.080579236,0.8591772151898734,0.8657258
0.96773,0.08245196,0.85873417721519,0.8493191
0.9688300000000002,0.078360565,0.8601898734177215,0.87482363
0.96774,0.082072355,0.8591772151898734,0.846737
0.9693,0.0772155,0.8563924050632912,0.8599751
0.96779,0.08044833,0.861012658227848,0.91519916
0.97073,0.074299134,0.855253164556962,0.9381086
0.9686000000000001,0.080850594,0.8589873417721519,0.8652846
0.9688000000000001,0.079569705,0.8579113924050633,0.8812983
0.9704,0.07431958,0.8596835443037973,0.9226588
0.9703100000000002,0.07616477,0.8623417721518988,0.9592573
