train_acc,train_loss,val_acc,val_loss
0.70783,0.9731681,0.8278481012658229,0.50303245
0.8421399999999999,0.46381482,0.8532278481012658,0.41817838
0.86127,0.39961785,0.8655696202531645,0.3806612
0.87022,0.3646476,0.868987341772152,0.3655902
0.87589,0.3435913,0.8755696202531645,0.341648
0.88181,0.32727745,0.8791139240506329,0.3357146
0.88573,0.31509325,0.8792405063291139,0.32897398
0.8876300000000001,0.30479205,0.884493670886076,0.32047477
0.8911200000000001,0.29558206,0.8872784810126582,0.3206414
0.89358,0.28801692,0.890506329113924,0.3093703
0.89603,0.28096262,0.8861392405063291,0.3185542
0.8970799999999999,0.2749746,0.8861392405063291,0.31447935
0.89877,0.26851806,0.8904430379746837,0.30361712
0.9010699999999999,0.26302177,0.8862025316455697,0.3132582
0.90237,0.25647724,0.8868987341772152,0.31753618
0.9040699999999999,0.25313932,0.8869620253164556,0.31613395
0.9053199999999999,0.24864331,0.8908227848101268,0.30274144
0.9065599999999999,0.24239144,0.8873417721518988,0.32454324
0.9077999999999999,0.23977408,0.8832911392405064,0.33059123
0.9098799999999999,0.23372208,0.8856329113924051,0.32547557
0.9104,0.23101471,0.8886708860759494,0.3199585
0.91193,0.22711787,0.8861392405063291,0.3205515
0.91295,0.22402763,0.8850632911392403,0.31285357
0.9137799999999999,0.21977502,0.8884177215189873,0.32315934
0.9144500000000001,0.21643308,0.886772151898734,0.33395565
0.91673,0.21215212,0.8858227848101267,0.3421961
0.9172899999999999,0.20935163,0.8849367088607596,0.33429515
0.91882,0.20659338,0.8867088607594936,0.34451592
0.91833,0.20341265,0.8863291139240506,0.3519346
0.9197799999999999,0.2004714,0.8864556962025316,0.32972616
0.9223300000000001,0.1965784,0.8840506329113924,0.3355174
0.9229499999999999,0.19276658,0.8858227848101267,0.37277356
0.9240799999999999,0.19062528,0.8867721518987343,0.34592828
0.92492,0.18687324,0.879493670886076,0.35089508
0.9255399999999999,0.18376665,0.8807594936708859,0.37447047
0.92736,0.1804134,0.8816455696202531,0.3662095
0.9278299999999999,0.17908771,0.8818987341772152,0.36839768
0.9292100000000001,0.17578906,0.8830379746835442,0.38491067
0.9297799999999999,0.17238739,0.8802531645569621,0.3915382
0.9304600000000001,0.16984221,0.8786708860759492,0.39285997
0.93164,0.16737424,0.8831645569620252,0.39119115
0.93229,0.16511835,0.8825949367088607,0.39409256
0.93355,0.16226374,0.8762025316455696,0.410122
0.9342299999999999,0.16035263,0.8827848101265824,0.40551013
0.93531,0.15694652,0.8762658227848102,0.41353372
0.93616,0.15438479,0.8756962025316455,0.43518338
0.93653,0.15327404,0.8791772151898736,0.414735
0.9370599999999999,0.15064606,0.8788607594936708,0.43907756
0.93916,0.14679001,0.8782278481012658,0.45262128
0.9395199999999999,0.14521381,0.8796835443037975,0.4559257
0.94221,0.14040703,0.8782278481012658,0.4711939
0.9412399999999999,0.14128003,0.8773417721518988,0.46236286
0.94326,0.13690703,0.8760126582278479,0.4865099
0.94328,0.13571955,0.874113924050633,0.47873822
0.94468,0.13291702,0.8715189873417721,0.47230017
0.9461299999999999,0.1312107,0.8731012658227847,0.48705706
0.94746,0.12802744,0.8725316455696202,0.5056598
0.94765,0.12679465,0.8730379746835443,0.5161114
0.94826,0.12431603,0.8755696202531648,0.54335845
0.9482999999999999,0.12398331,0.875126582278481,0.5166279
0.94937,0.12171874,0.8729113924050632,0.5426924
0.95153,0.11702278,0.8667088607594936,0.55504024
0.9520799999999999,0.11664832,0.8725316455696204,0.5669908
0.9528399999999999,0.11335095,0.8722151898734177,0.5458088
0.9531,0.11362472,0.8706962025316455,0.58250135
0.95386,0.11117348,0.8717088607594936,0.5851844
0.95459,0.11007562,0.8725949367088608,0.590184
0.9548599999999999,0.10871529,0.8676582278481013,0.625042
0.95554,0.10738453,0.8713924050632912,0.6198588
0.9564100000000001,0.10607776,0.8710126582278481,0.62505525
0.95726,0.1029396,0.8724050632911391,0.6165809
0.95775,0.10218937,0.8681645569620252,0.6163196
0.95802,0.10126191,0.8700632911392403,0.6544158
0.9586399999999999,0.100141674,0.8718987341772151,0.68866247
0.95925,0.09944156,0.870253164556962,0.6736762
0.9606600000000001,0.0953804,0.8662658227848101,0.6947883
0.9598599999999999,0.09625724,0.8658860759493671,0.6904946
0.9615600000000001,0.09466299,0.8663291139240507,0.6890925
0.96121,0.09369185,0.867278481012658,0.6886078
0.96281,0.091270976,0.8717088607594938,0.7100465
0.9621799999999999,0.09183484,0.8669620253164555,0.68659467
0.96367,0.0887672,0.8635443037974684,0.7165038
0.9636999999999999,0.08882767,0.8674683544303797,0.7702974
0.9650500000000001,0.08652342,0.8639873417721519,0.7410496
0.9645199999999999,0.08799519,0.8644303797468353,0.70961523
0.96645,0.082693525,0.8681012658227848,0.7662176
0.9654100000000001,0.084453754,0.8693037974683544,0.7480704
0.96549,0.08463006,0.8632911392405062,0.78628653
0.96676,0.08223973,0.8679113924050632,0.74326336
0.96769,0.08073476,0.8639873417721519,0.75866
0.9671900000000001,0.08110471,0.864873417721519,0.78723997
0.9671900000000001,0.08197824,0.8660126582278482,0.73439
0.96808,0.078556545,0.8652531645569619,0.7948681
0.96921,0.07661714,0.866012658227848,0.78731215
0.96779,0.079940476,0.8680379746835442,0.7911828
0.9700700000000001,0.07352409,0.8686075949367089,0.8286751
0.96937,0.07607638,0.8637974683544305,0.83096313
0.9691700000000001,0.077601865,0.8635443037974684,0.86207616
0.9696600000000001,0.076017,0.864240506329114,0.8358726
0.9701400000000001,0.07498556,0.8661392405063293,0.8526445
