train_acc,train_loss,val_acc,val_loss
0.10998000000000002,3.4953213,0.17367088607594935,3.1604624
0.17424,3.1011114,0.17487341772151896,3.0670226
0.17929,3.0575557,0.1808227848101266,3.050602
0.18103,3.0450785,0.180253164556962,3.0411694
0.18130000000000002,3.0378625,0.1818987341772152,3.032683
0.18296,3.0308378,0.1860759493670886,3.026717
0.18738999999999997,3.0208917,0.19082278481012657,3.0142689
0.19368000000000002,3.006722,0.1986708860759493,2.9940856
0.20409,2.982387,0.19936708860759492,2.9685318
0.22276,2.943474,0.23120253164556961,2.91795
0.24856,2.8815653,0.2616455696202532,2.8435507
0.28564999999999996,2.7873645,0.2951898734177215,2.7316656
0.33463,2.6517415,0.36196202531645566,2.5753853
0.38433000000000006,2.4814072,0.3968987341772152,2.396158
0.42997,2.2994394,0.44867088607594935,2.2089894
0.46738999999999997,2.1303856,0.4763924050632911,2.0492866
0.49657000000000007,1.9851859,0.5054430379746835,1.9169639
0.51987,1.8663352,0.5297468354430381,1.8043163
0.53573,1.7712228,0.5465189873417721,1.7185972
0.5492,1.6947197,0.5572784810126582,1.6500602
0.56028,1.6335288,0.5686075949367088,1.5966616
0.57021,1.5846027,0.5742405063291138,1.5500056
0.5776800000000001,1.5445293,0.5815189873417721,1.5121897
0.5830299999999999,1.5108962,0.5871518987341773,1.484081
0.58836,1.4829466,0.5904430379746834,1.4561772
0.59318,1.4594892,0.5964556962025317,1.4345526
0.5966,1.4391369,0.599493670886076,1.4171108
0.6002799999999999,1.4215795,0.6034177215189873,1.4008751
0.6023499999999999,1.4058757,0.6062658227848101,1.3846669
0.6047899999999999,1.3926172,0.6063291139240508,1.3750148
0.60746,1.3804739,0.61,1.3626142
0.6088199999999999,1.3696895,0.6105696202531645,1.3517419
0.6114700000000001,1.3600879,0.6117088607594937,1.3428098
0.61323,1.3509008,0.6128481012658229,1.335682
0.61502,1.3432944,0.6146202531645568,1.3291744
0.61652,1.3361111,0.6167088607594936,1.3237767
0.61678,1.3299284,0.615506329113924,1.3150355
0.6176699999999999,1.3238397,0.6192405063291139,1.309381
0.61987,1.3179069,0.6208227848101265,1.301618
0.62014,1.3130786,0.6193037974683544,1.2988874
0.62174,1.3080447,0.6223417721518987,1.2941089
0.62241,1.3036621,0.6234810126582278,1.2877406
0.6231099999999999,1.2997429,0.6222784810126583,1.2863263
0.62383,1.2958745,0.6217721518987341,1.284752
0.624,1.2918857,0.6229746835443039,1.278296
0.6254400000000001,1.2890373,0.6256329113924051,1.2748349
0.62601,1.2853912,0.6239240506329113,1.2757856
0.62673,1.282536,0.6254430379746835,1.2723557
0.62759,1.2790991,0.6281645569620253,1.2656484
0.62735,1.2767087,0.6255063291139241,1.2665797
0.6268499999999999,1.2742964,0.6273417721518987,1.2623464
0.6286499999999999,1.2718878,0.628227848101266,1.2604429
0.6295799999999999,1.2693584,0.6271518987341772,1.2565209
0.62894,1.2672248,0.6292405063291139,1.2565912
0.6293500000000001,1.2653981,0.6271518987341772,1.253853
0.63088,1.2633643,0.6315189873417721,1.2493684
0.63014,1.2611887,0.6319620253164557,1.249014
0.6313799999999999,1.2593126,0.6284810126582279,1.2499185
0.63137,1.2576345,0.630379746835443,1.242972
0.6322300000000001,1.2557969,0.6327215189873417,1.243255
0.63278,1.2542319,0.6338607594936708,1.2424606
0.63251,1.2525349,0.6367721518987342,1.2407372
0.63322,1.2515405,0.6332911392405064,1.2387831
0.6339100000000001,1.2495141,0.6311392405063291,1.2377303
0.6333099999999999,1.2482468,0.6348101265822784,1.2339514
0.63422,1.2469296,0.6336708860759493,1.2350731
0.63492,1.2457551,0.6348101265822785,1.2333648
0.63463,1.2440498,0.6337974683544305,1.2349734
0.6360600000000001,1.2431911,0.6301265822784811,1.2336177
0.63571,1.2418097,0.6315189873417721,1.2331421
0.6363099999999999,1.2407199,0.6336075949367088,1.2292615
0.63601,1.2400467,0.6364556962025316,1.226943
0.63701,1.2384949,0.6398734177215191,1.2238238
0.63587,1.238033,0.6391139240506328,1.2246112
0.6355299999999999,1.236753,0.6354430379746836,1.2242469
0.6369199999999999,1.2359933,0.6368354430379747,1.225107
0.63642,1.234801,0.6387974683544304,1.2220441
0.63728,1.2335894,0.6382278481012659,1.2189487
0.6373899999999999,1.2334028,0.6384177215189873,1.2200214
0.63723,1.2324216,0.6394303797468355,1.2194171
0.63778,1.2314116,0.6379746835443039,1.218763
0.6396100000000001,1.2301426,0.6405696202531646,1.2173376
0.63874,1.2298889,0.639873417721519,1.2161173
0.63833,1.228625,0.6399367088607595,1.2148364
0.6394699999999999,1.2275996,0.6398101265822785,1.2158808
0.6392899999999999,1.2273583,0.6373417721518988,1.2142589
0.63837,1.2263933,0.640506329113924,1.2114674
0.6388299999999999,1.2255607,0.639746835443038,1.2164012
0.6405299999999999,1.2246788,0.6415822784810127,1.2109267
0.63955,1.2241232,0.6390506329113924,1.2126088
0.63975,1.2228589,0.6399367088607594,1.2103624
0.64089,1.2231886,0.6416455696202531,1.2091422
0.6399699999999999,1.2219857,0.6411392405063292,1.2100772
0.6397999999999999,1.2212278,0.6420253164556962,1.2055278
0.64089,1.2204448,0.6406329113924051,1.2083592
0.64133,1.220055,0.6395569620253164,1.207978
0.63974,1.2194449,0.6436708860759495,1.2065707
0.64176,1.2189149,0.6434810126582278,1.2101281
0.64176,1.2181131,0.6438607594936708,1.204342
0.64152,1.2173151,0.6439240506329115,1.205287
